SBD,Toan,Van,Anh,Ly,Hoa,Sinh
52003527,8.80,7.25,8.60,8.00,7.50,6.00
52003528,8.20,8.25,9.80,7.25,7.50,6.50
52003529,8.80,7.75,7.20,8.25,8.00,6.25
52003530,5.60,6.75,4.20,None,None,None
52003531,8.00,7.50,6.20,7.50,8.50,7.25
52003532,7.20,7.00,5.60,None,None,None
52003533,5.40,5.75,4.20,None,None,None
52003534,8.60,8.50,7.80,None,None,None
52003535,8.00,8.50,7.80,None,None,None
52003536,7.80,8.25,7.40,7.75,6.75,4.50
52003537,7.60,6.50,7.20,None,None,None
52003538,7.00,7.75,6.60,None,None,None
52003539,8.00,7.75,5.40,None,None,None
52003540,8.20,8.75,9.00,7.25,6.50,5.75
52003541,7.60,8.00,6.00,None,None,None
52003542,4.80,6.00,3.80,None,None,None
52003543,8.00,6.50,8.20,None,None,None
52003544,7.40,7.75,7.60,None,None,None
52003545,7.60,6.00,7.20,6.25,6.00,6.25
52003546,7.60,6.25,5.40,7.25,7.50,4.50
52003547,8.20,5.25,1.80,7.50,7.50,3.25
52003548,8.20,7.50,8.20,7.75,6.75,4.50
52003549,8.60,8.00,7.80,None,None,None
52003550,8.80,7.00,4.40,5.50,7.50,6.00
52003551,3.60,4.75,3.00,None,None,None
52003552,8.60,5.75,7.60,7.50,6.75,5.75
52003553,8.20,6.50,5.60,6.75,6.00,2.50
52003554,6.80,8.75,4.40,None,None,None
52003555,7.80,7.25,5.00,8.50,8.00,3.75
52003556,5.60,6.75,5.00,None,None,None
52003557,7.60,7.50,7.40,7.75,8.75,5.25
52003558,8.60,7.50,7.60,9.00,8.25,4.25
52003559,7.40,7.75,9.00,None,None,None
52003560,3.60,5.50,3.60,None,None,None
52003561,7.80,5.75,5.80,5.00,5.75,5.25
52003562,6.00,7.50,5.00,None,None,None
52003563,7.20,7.00,9.00,7.25,8.00,6.00
52003564,6.40,8.00,3.80,None,None,None
52003565,7.20,8.25,9.00,6.50,8.25,5.25
52003566,7.80,8.25,7.40,None,None,None
52003567,8.80,8.50,9.60,8.75,7.50,6.50
52003568,8.60,7.75,8.80,8.75,7.00,5.75
52003569,7.20,7.00,7.40,5.50,7.00,2.75
52003570,7.40,6.25,6.00,4.75,5.50,3.50
52003571,8.20,6.25,9.00,8.00,7.50,5.00
52003572,8.00,8.25,8.80,8.75,7.50,5.75
52003573,8.40,5.00,8.40,7.50,7.00,4.25
52003574,7.60,7.00,6.40,7.25,8.00,6.00
52003575,7.60,7.75,8.00,None,None,None
52003576,5.80,5.25,5.40,None,None,None
52003577,7.20,8.00,9.00,None,None,None
52003578,8.40,8.50,9.00,None,None,None
52003579,5.40,7.50,6.80,None,None,None
52003580,4.00,6.00,3.80,None,None,None
52003581,7.60,8.25,6.40,6.25,5.50,4.00
52003582,7.80,7.50,7.40,7.25,6.00,4.25
52003583,6.80,7.50,5.20,None,None,None
52003584,7.80,7.50,8.20,7.75,7.00,5.25
52003585,6.20,4.75,4.60,None,None,None
52003586,8.60,8.00,9.00,8.50,7.75,6.50
52003587,7.80,6.25,7.00,8.00,6.75,4.00
52003588,8.20,8.00,8.00,8.50,8.00,7.00
52003589,7.40,9.00,9.40,None,None,None
52003590,8.40,6.50,5.40,None,None,None
52003591,9.00,7.75,9.00,8.00,8.25,7.00
52003592,7.80,7.25,6.40,7.75,7.75,4.25
52003593,8.60,7.50,9.00,8.00,7.25,5.75
52003594,7.60,6.50,7.00,8.00,8.50,6.25
52003595,8.00,6.00,7.40,None,None,None
52003596,7.20,4.75,6.20,None,None,None
52003597,8.20,5.00,8.40,8.25,6.00,5.00
52003598,7.60,6.00,6.20,7.50,8.50,4.50
52003599,8.20,6.00,6.00,6.50,8.75,7.00
52003600,7.00,7.00,7.20,4.75,5.50,4.25
52003601,7.80,6.25,5.40,6.00,7.50,2.75
52003602,7.20,7.50,7.80,None,None,None
52003603,7.60,8.25,9.00,8.25,8.50,4.50
52003604,7.40,7.00,5.80,None,None,None
52003605,8.00,6.00,9.20,6.00,6.50,4.50
52003606,8.20,7.50,5.20,7.75,8.50,5.25
52003607,7.80,9.25,7.60,None,None,None
52003608,6.40,7.75,8.60,None,None,None
52003609,7.60,6.25,5.60,6.25,7.00,5.00
52003610,8.40,7.25,6.80,7.50,8.25,4.00
52003611,8.60,8.25,9.20,None,None,None
52003612,7.20,8.25,7.60,None,None,None
52003613,7.40,6.75,4.80,None,None,None
52003614,6.60,8.25,6.60,None,None,None
52003615,6.00,6.50,6.00,6.75,6.25,3.75
52003616,6.00,7.50,6.40,None,None,None
52003617,7.80,6.50,6.60,7.00,6.75,3.50
52003618,7.20,7.00,6.40,6.25,6.50,5.00
52003619,8.20,8.25,8.40,None,None,None
52003620,7.40,7.25,5.40,None,None,None
52003621,8.20,6.50,6.40,7.75,8.00,3.50
52003622,7.40,8.50,6.80,None,None,None
52003623,6.80,6.75,8.20,None,None,None
52003624,6.80,8.00,6.40,None,None,None
52003625,7.40,7.00,4.60,None,None,None
52003626,7.60,7.50,8.40,7.25,6.25,6.00
52003627,8.20,6.25,5.80,6.25,8.75,8.75
52003628,7.60,7.25,8.00,8.50,6.50,6.00
52003629,7.80,7.50,5.20,7.50,7.50,5.75
52003630,7.40,7.50,8.20,6.00,6.75,5.25
52003631,5.80,7.00,5.00,4.00,5.25,3.00
52003632,8.40,8.75,8.00,8.00,7.25,5.50
52003633,6.80,7.25,6.40,6.25,5.50,4.00
52003634,8.00,7.25,8.80,9.00,7.00,4.50
52003635,8.40,7.50,6.80,7.25,8.25,6.50
52003636,7.20,7.50,8.00,6.25,6.25,4.25
52003637,7.60,8.25,7.60,6.50,6.25,5.50
52003638,7.20,6.50,3.20,4.75,5.50,3.75
52003639,6.80,7.50,8.00,6.50,4.75,4.50
52003640,9.00,6.75,8.00,7.75,6.75,6.00
52003641,8.40,7.00,8.20,7.00,7.50,6.25
52003642,7.00,6.50,7.60,None,None,None
52003643,8.40,7.00,6.40,7.75,8.25,6.00
52003644,6.20,7.25,4.20,3.75,6.25,3.50
52003645,6.80,7.75,5.40,None,None,None
52003646,7.00,5.75,7.00,6.25,6.50,4.25
52003647,8.40,6.75,5.20,8.50,8.50,6.00
52003648,7.80,7.25,6.80,7.00,7.75,7.00
52003649,8.40,6.25,8.00,7.75,6.00,5.00
52003650,7.80,5.25,7.00,7.50,4.25,3.75
52003651,8.40,5.75,8.40,8.00,7.75,6.75
52003652,9.20,6.50,8.20,8.00,5.75,4.00
52003653,9.00,5.75,8.80,8.75,6.75,5.50
52003654,5.60,6.00,7.00,None,None,None
52003655,8.00,7.25,9.00,6.00,8.25,4.25
52003656,6.40,5.25,4.20,None,None,None
52003657,8.00,6.50,6.40,None,None,None
52003658,7.00,7.00,6.00,7.50,8.25,4.00
52003659,6.60,5.00,4.00,None,None,None
52003660,3.20,3.50,3.40,None,None,None
52003661,7.60,6.55,4.80,7.25,7.50,6.00
52003662,5.00,8.00,5.40,None,None,None
52003663,5.00,5.00,3.40,None,None,None
52003664,7.20,8.50,9.00,None,None,None
52003665,8.40,8.25,8.80,None,None,None
52003666,7.60,7.75,8.20,7.25,5.75,5.25
52003667,6.60,7.50,7.60,6.25,4.25,4.00
52003668,7.20,6.75,7.60,7.50,7.25,4.75
52003669,5.00,6.50,2.40,None,None,None
52003670,8.60,7.50,8.20,7.75,6.25,4.25
52003671,8.00,7.25,8.20,7.25,4.00,4.00
52003672,8.00,7.75,None,7.75,7.75,4.75
52003673,8.80,9.25,9.20,None,None,None
52003674,7.00,6.25,7.00,None,None,None
52003675,5.20,6.25,2.60,None,None,None
52003676,7.80,7.50,6.80,None,None,None
52003677,4.80,6.00,4.80,None,None,None
52003678,6.80,7.75,6.20,7.50,5.75,4.75
52003679,7.20,8.50,9.00,None,None,None
52003680,7.40,7.00,5.20,8.75,6.25,4.50
52003681,7.80,8.00,9.60,7.25,6.25,6.00
52003682,6.80,6.75,4.20,7.25,7.50,3.50
52003683,5.40,7.50,7.60,None,None,None
52003684,7.20,7.50,4.80,None,None,None
52003685,7.40,7.50,6.00,7.25,8.00,7.50
52003686,7.80,6.00,3.80,6.25,6.50,3.25
52003687,6.80,6.25,5.60,None,None,None
52003688,8.00,6.50,6.40,8.00,5.75,4.25
52003689,6.20,5.25,3.00,None,None,None
52003690,7.80,8.00,5.80,None,None,None
52003691,7.80,7.00,9.00,7.50,6.50,3.75
52003692,8.60,6.50,9.40,7.50,6.50,6.00
52003693,7.00,7.00,6.40,None,None,None
52003694,7.80,8.00,7.00,7.25,5.50,4.50
52003695,4.40,7.25,3.60,None,None,None
52003696,7.00,7.50,6.80,8.00,8.25,5.75
52003697,8.20,7.50,7.20,None,None,None
52003698,7.40,7.75,6.00,5.50,7.00,3.25
52003699,8.20,8.50,8.20,7.75,8.50,4.25
52003700,8.20,8.25,8.00,7.75,7.25,4.25
52003701,7.60,7.75,8.40,None,None,None
52003702,7.60,8.25,4.80,None,None,None
52003703,5.80,6.25,3.60,None,None,None
52003704,6.20,7.00,4.80,None,None,None
52003705,4.80,6.50,3.60,None,None,None
52003706,7.80,7.75,6.60,None,None,None
52003707,5.60,6.50,4.60,None,None,None
52003708,8.80,8.25,6.20,7.75,8.25,4.75
52003709,9.40,7.50,5.00,7.75,8.25,4.00
52003710,7.20,6.25,6.00,6.00,5.25,4.25
52003711,7.60,5.75,9.40,8.00,4.75,3.25
52003712,6.00,6.75,7.80,6.25,5.50,4.50
52003713,7.20,5.50,5.20,6.75,6.25,4.50
52003714,8.40,5.50,8.20,6.00,6.00,3.25
52003715,7.40,5.25,8.80,8.25,7.75,4.75
52003716,8.00,7.75,8.00,8.00,5.50,5.00
52003717,6.60,5.25,5.80,4.25,3.00,3.00
52003718,8.20,4.75,8.00,7.75,6.50,5.25
52003719,7.60,7.50,9.20,7.00,7.75,5.75
52003720,7.60,5.25,9.40,6.75,6.75,5.75
52003721,7.60,None,None,None,7.00,6.25
52003722,8.00,7.00,8.20,6.00,8.25,5.75
52003723,5.60,4.00,5.00,5.75,5.75,2.50
52003724,8.40,5.50,7.80,6.75,5.75,3.50
52003725,7.60,8.00,5.60,None,None,None
52003726,8.20,8.25,5.40,8.00,4.00,4.00
52003727,4.40,5.00,None,None,None,None
52003728,7.20,6.00,5.40,8.00,7.75,4.00
52003729,7.40,6.00,7.80,6.50,4.25,4.25
52003730,6.60,7.25,7.80,6.25,6.00,4.50
52003731,8.80,6.50,9.00,6.75,5.00,7.00
52003732,None,6.50,None,None,None,None
52003733,7.60,5.75,5.60,7.50,6.25,3.75
52003734,8.40,7.75,9.40,None,None,None
52003735,7.00,3.25,None,None,None,None
52003736,8.20,7.25,None,None,None,None
52003737,8.60,7.50,7.20,7.25,5.50,4.50
52003738,8.60,7.75,9.00,8.75,7.50,5.75
52003739,8.40,7.25,8.00,6.75,8.25,7.75
52003740,8.40,8.50,9.20,8.25,7.50,5.75
52003741,7.80,6.75,7.60,6.00,4.75,3.50
52003742,8.00,8.00,8.40,None,None,None
52003743,7.40,8.75,6.60,None,None,None
52003744,7.40,8.25,8.60,None,None,None
52003745,7.80,7.00,7.40,8.00,4.00,4.50
52003746,7.60,7.25,7.60,None,None,None
52003747,4.20,6.25,8.80,None,None,None
52003748,7.60,6.00,6.40,6.75,4.50,4.50
52003749,6.80,5.25,8.80,4.25,4.25,3.50
52003750,6.60,6.25,4.00,7.25,5.75,5.25
52003751,8.20,7.75,None,6.00,8.75,8.50
52003752,6.20,4.50,None,None,None,None
52003753,5.20,3.75,None,None,None,None
52003754,5.80,1.75,None,None,None,None
52003755,8.80,6.50,9.40,None,None,None
52003756,8.00,7.75,6.80,7.25,8.50,4.25
52003757,4.80,4.50,None,None,None,None
52003758,8.40,6.50,9.40,7.75,5.50,4.50
52003759,8.40,5.75,5.60,5.00,6.00,3.50
52003760,7.40,6.50,7.20,7.50,5.75,4.00
52003761,8.60,5.75,7.80,8.75,7.50,4.00
52003762,7.40,5.50,7.80,6.00,5.50,5.00
52003763,6.80,7.50,8.80,8.25,6.50,4.75
52003764,None,8.50,None,None,None,None
52003765,7.60,6.50,7.80,6.25,6.00,4.25
52003766,4.60,3.00,None,None,None,None
52003767,9.20,5.75,8.40,7.00,8.50,6.75
52003768,7.60,7.75,6.60,4.75,8.25,4.50
52003769,7.80,7.00,6.00,7.75,6.75,4.75
52003770,8.60,6.00,6.80,7.00,7.50,5.25
52003771,8.60,None,9.20,7.75,None,None
52003772,6.20,6.00,6.40,6.00,3.75,3.75
52003773,7.60,6.75,6.40,6.75,4.75,4.50
52003774,6.00,3.50,None,None,None,None
52003775,None,7.00,None,None,None,None
52003776,7.80,6.25,8.40,5.25,5.25,2.75
52003777,7.20,7.75,6.00,None,None,None
52003778,7.20,7.25,8.40,3.50,4.75,2.75
52003779,5.00,7.00,8.00,None,None,None
52003780,8.40,6.00,9.20,7.75,6.50,5.75
52003781,7.60,7.75,8.80,9.00,8.50,6.25
52003782,8.00,6.50,8.60,8.75,7.00,4.75
52003783,None,6.00,None,None,None,None
52003784,6.20,6.00,None,None,None,None
52003785,6.60,5.75,4.40,5.75,7.25,3.75
52003786,5.40,5.75,None,None,None,None
52003787,5.40,4.00,None,None,None,None
52003788,4.20,3.50,None,None,None,None
52003789,8.40,7.25,9.60,8.25,8.25,7.75
52003790,8.20,6.00,8.00,None,None,None
52003791,8.00,7.25,7.00,None,None,None
52003792,8.20,5.50,7.00,7.50,5.25,4.50
52003793,None,8.50,None,None,None,None
52003794,7.80,6.50,8.60,6.25,8.50,6.75
52003795,7.80,7.00,None,None,None,None
52003796,8.40,5.50,8.00,7.50,6.25,4.50
52003797,7.80,5.75,7.00,3.75,3.25,2.50
52003798,3.40,6.00,6.40,None,None,None
52003799,7.80,6.50,6.80,6.75,5.00,4.00
52003800,5.80,5.00,None,None,None,None
52003801,8.80,6.25,7.80,8.25,4.75,5.00
52003802,5.00,6.25,4.60,None,None,None
52003803,8.40,5.75,9.60,7.50,5.50,5.25
52003804,8.40,5.50,5.60,8.00,8.50,7.75
52003805,7.20,4.75,None,None,None,None
52003806,7.40,4.75,8.40,3.50,3.00,2.00
52003807,7.40,6.00,7.20,6.00,6.50,5.75
52003808,7.00,None,6.00,6.75,5.75,3.50
52003809,7.20,8.00,8.40,None,None,None
52003810,6.80,7.50,6.00,None,None,None
52003811,7.80,7.75,8.80,None,None,None
52003812,None,5.00,None,None,None,None
52003813,7.20,5.75,4.20,5.25,6.25,4.50
52003814,6.20,6.75,5.20,4.25,6.25,4.75
52003815,7.20,5.75,6.00,None,None,None
52003816,5.40,5.75,None,None,None,None
52003817,7.80,8.00,9.80,7.25,8.50,5.75
52003818,6.20,6.25,None,None,None,None
52003819,8.60,9.00,8.40,None,None,None
52003820,6.60,7.25,6.00,6.00,7.75,4.75
52003821,7.20,6.75,7.00,5.25,7.00,4.25
52003822,5.20,5.75,None,None,None,None
52003823,8.60,6.75,7.80,9.00,8.00,4.00
52003824,8.60,7.25,9.40,7.00,6.00,6.50
52003825,6.60,7.50,6.60,6.25,5.75,5.25
52003826,7.20,6.00,4.40,6.25,6.00,4.75
52003827,8.60,7.00,6.20,6.75,7.50,6.25
52003828,5.00,3.00,None,None,None,None
52003829,7.80,8.50,9.20,7.25,7.75,6.75
52003830,5.60,6.75,6.40,3.75,5.00,4.00
52003831,8.80,6.50,8.80,6.75,8.00,4.50
52003832,8.40,7.50,9.00,7.75,7.00,5.75
52003833,6.60,7.50,9.20,5.00,3.75,3.50
52003834,8.20,5.50,8.20,7.75,6.50,4.25
52003835,7.20,6.00,6.40,4.25,6.25,7.75
52003836,6.20,5.75,None,None,None,None
52003837,7.80,7.00,6.20,7.00,5.25,3.25
52003838,None,6.50,None,None,None,None
52003839,8.60,8.25,8.80,9.50,7.75,5.75
52003840,None,5.75,None,None,None,None
52003841,8.60,7.00,8.40,9.00,7.50,4.50
52003842,8.00,7.25,5.20,8.75,9.00,4.75
52003843,6.80,5.25,None,None,None,None
52003844,5.80,5.50,None,None,None,None
52003845,6.00,5.42,5.60,4.75,5.75,4.00
52003846,8.60,7.00,9.20,8.00,6.50,5.50
52003847,6.20,6.25,None,4.25,5.25,4.00
52003848,7.80,5.00,5.80,6.75,7.00,4.75
52003849,2.20,2.75,None,None,None,None
52003850,5.20,6.25,None,None,None,None
52003851,7.20,6.50,None,5.75,5.75,4.25
52003852,6.60,6.75,8.60,5.50,4.50,2.50
52003853,6.40,6.00,7.80,None,None,None
52003854,5.20,6.00,5.00,None,None,None
52003855,8.00,8.00,8.00,6.00,7.50,3.25
52003856,None,4.00,None,None,None,None
52003857,9.00,6.75,8.60,8.25,6.75,5.00
52003858,9.00,9.00,9.20,8.50,7.00,5.00
52003859,None,5.00,None,None,None,None
52003860,None,1.92,None,None,None,None
52003861,7.60,5.25,6.20,7.00,5.25,3.25
52003862,7.80,6.50,9.00,6.50,4.00,5.50
52003863,3.60,5.00,5.00,None,None,None
52003864,8.20,None,None,7.75,8.00,None
52003865,9.20,None,None,None,8.75,8.00
52003866,5.60,5.50,3.80,5.25,5.00,3.50
52003867,8.60,4.75,7.40,9.00,7.25,4.50
52003868,8.40,5.75,None,7.75,8.75,5.00
52003869,4.60,5.00,None,None,None,None
52003870,7.40,5.75,4.80,6.00,5.75,4.00
52003871,7.40,7.00,5.40,5.00,5.50,4.50
52003872,5.80,6.00,6.60,None,None,None
52003873,6.80,5.25,5.60,6.50,7.50,3.75
52003874,7.80,5.00,5.20,6.50,8.25,3.75
52003875,8.40,6.50,8.60,7.50,5.00,3.50
52003876,None,5.75,None,None,None,None
52003877,6.40,5.00,None,None,None,None
52003878,7.20,5.25,None,6.50,6.75,3.50
52003879,8.00,7.00,6.60,7.25,6.50,5.00
52003880,3.00,4.50,2.80,None,None,None
52003881,7.20,8.50,8.80,None,None,None
52003882,8.20,None,4.00,6.25,None,None
52003883,7.80,8.50,9.00,5.25,4.25,4.50
52003884,7.80,6.50,6.60,8.00,8.00,3.25
52003885,7.40,7.25,7.00,7.75,None,None
52003886,7.80,5.75,8.60,7.00,6.25,4.00
52003887,None,6.50,None,None,None,None
52003888,7.80,7.25,6.80,7.50,8.25,5.50
52003889,6.60,5.75,5.00,6.50,7.00,3.75
52003890,7.80,8.50,8.40,6.00,6.25,4.75
52003891,8.60,8.00,8.80,8.00,5.50,5.25
52003892,8.00,7.50,8.60,6.25,8.75,7.75
52003893,7.00,7.75,7.20,None,None,None
52003894,7.60,6.50,7.00,8.50,7.25,4.00
52003895,7.80,7.50,9.20,7.25,5.75,6.00
52003896,9.00,3.75,4.40,7.25,9.00,2.75
52003897,7.80,5.50,8.60,8.50,6.50,4.00
52003898,7.00,6.25,7.00,None,None,None
52003899,7.80,5.50,8.20,7.50,6.25,3.00
52003900,7.00,5.75,8.20,7.25,5.50,4.50
52003901,8.80,5.75,8.80,4.75,8.00,5.25
52003902,6.60,5.50,None,5.75,6.50,3.50
52003903,6.60,7.50,7.60,None,None,None
52003904,8.40,7.25,8.80,9.25,5.75,4.75
52003905,7.40,5.00,8.00,4.50,5.00,4.25
52003906,8.00,8.25,9.00,None,None,None
52003907,6.40,7.25,5.20,5.75,5.00,3.75
52003908,6.40,6.25,None,None,None,None
52003909,6.60,7.75,7.40,None,None,None
52003910,8.20,None,None,8.25,8.00,None
52003911,8.00,7.00,8.00,7.50,5.25,3.25
52003912,7.80,7.75,7.20,6.50,5.75,5.75
52003913,7.60,5.75,6.80,6.00,5.50,4.75
52003914,4.20,4.75,None,None,None,None
52003915,5.60,5.75,None,None,None,None
52003916,9.00,6.00,8.80,8.00,8.00,3.25
52003917,7.80,6.25,7.40,5.50,4.00,3.50
52003918,4.40,7.00,None,None,None,None
52003919,6.00,5.50,5.60,4.25,4.00,4.75
52003920,5.40,8.50,5.60,None,None,None
52003921,5.00,6.25,None,None,None,None
52003922,5.40,7.00,8.80,4.00,6.00,4.00
52003923,None,5.25,None,None,None,None
52003924,4.00,4.25,None,None,None,None
52003925,2.80,3.00,7.20,None,None,None
52003926,7.20,None,6.80,7.00,None,None
52003927,6.60,5.25,5.40,None,None,None
52003928,4.20,5.50,None,None,None,None
52003929,5.80,6.75,None,None,None,None
52003930,8.00,6.50,6.60,7.00,8.00,3.25
52003931,6.00,4.25,None,None,None,None
52003932,7.20,8.50,8.40,None,None,None
52003933,7.60,7.50,8.80,None,None,None
52003934,7.00,6.50,6.60,5.25,4.50,2.75
52003935,7.40,6.25,6.40,7.00,4.25,4.50
52003936,7.20,6.00,8.00,6.00,5.75,4.00
52003937,5.80,6.25,None,4.50,4.50,3.25
52003938,6.00,6.00,5.40,None,None,None
52003939,8.00,6.50,7.20,6.50,4.75,3.50
52003940,7.00,7.25,7.40,6.75,3.50,3.25
52003941,7.00,7.50,9.20,4.00,6.50,4.50
52003942,8.60,7.00,9.20,6.50,7.25,5.00
52003943,7.00,7.25,6.60,4.25,8.25,3.50
52003944,9.20,7.25,9.20,7.50,7.00,5.00
52003945,8.20,7.25,7.80,7.00,7.25,5.00
52003946,8.00,9.00,9.40,None,None,None
52003947,6.60,8.25,7.80,None,None,None
52003948,6.20,3.00,None,None,None,None
52003949,8.60,8.50,8.80,7.00,7.00,6.50
52003950,None,7.75,None,None,None,None
52003951,7.00,4.25,8.40,6.25,3.25,3.75
52003952,8.20,6.25,7.60,7.75,7.75,4.00
52003953,None,6.75,None,None,None,None
52003954,8.80,7.75,7.00,8.75,8.50,4.00
52003955,6.40,5.75,5.40,5.50,4.25,3.75
52003956,None,6.25,None,None,None,None
52003957,8.20,7.25,7.00,5.50,7.50,7.50
52003958,None,None,None,None,None,None
52003959,6.60,6.75,8.60,6.50,5.50,3.75
52003960,None,6.50,None,None,None,None
52003961,8.60,5.75,5.60,5.25,4.25,4.00
52003962,7.60,6.25,7.40,7.50,8.00,4.75
52003963,8.60,6.25,6.60,7.50,5.50,5.00
52003964,9.00,7.50,9.00,7.00,4.75,4.75
52003965,8.00,7.00,8.20,None,None,None
52003966,8.60,6.00,7.00,7.25,6.00,4.50
52003967,8.20,6.25,7.00,7.75,9.25,4.50
52003968,9.20,7.50,9.00,8.50,8.75,5.75
52003969,9.20,5.75,7.60,8.75,8.50,6.50
52003970,6.20,3.50,9.00,5.25,5.75,4.75
52003971,8.00,5.75,7.60,7.75,7.25,4.50
52003972,8.40,6.50,7.40,7.00,5.00,5.50
52003973,7.60,6.50,6.80,5.50,6.75,3.75
52003974,8.20,7.50,5.40,8.00,8.75,4.50
52003975,5.80,5.75,None,None,None,None
52003976,8.00,6.00,8.20,7.75,5.00,4.50
52003977,8.00,None,9.40,7.00,None,None
52003978,9.00,5.75,8.00,8.50,7.75,7.00
52003979,7.60,5.75,7.80,8.00,5.25,3.50
52003980,5.00,5.25,6.60,None,None,None
52003981,7.20,7.25,None,5.25,6.00,4.00
52003982,8.40,6.25,4.60,9.00,8.00,4.00
52003983,6.80,6.00,7.20,None,None,None
52003984,7.80,8.75,9.20,None,None,None
52003985,6.20,6.25,5.40,6.75,6.25,3.50
52003986,8.20,5.25,9.00,7.25,7.50,4.75
52003987,7.80,7.25,9.20,6.75,6.00,5.75
52003988,7.00,5.75,2.40,5.25,4.75,4.50
52003989,7.20,5.75,8.00,6.50,5.75,4.00
52003990,6.00,5.00,None,None,None,None
52003991,7.60,8.00,8.40,None,None,None
52003992,7.40,9.00,9.60,None,None,None
52003993,8.00,6.25,8.20,6.75,7.50,4.25
52003994,6.80,6.75,7.80,5.25,7.50,4.00
52003995,8.00,4.75,6.00,7.25,7.50,5.25
52003996,8.00,6.25,5.60,5.25,4.00,4.75
52003997,6.80,7.75,9.20,None,None,None
52003998,7.40,7.75,8.60,7.50,4.75,6.00
52003999,7.80,7.25,9.20,8.75,7.75,5.50
52004000,4.80,2.00,None,None,None,None
52004001,5.80,7.00,7.00,None,None,None
52004002,8.00,6.75,6.20,7.50,6.25,4.00
52004003,7.40,6.00,7.60,6.75,4.75,4.00
52004004,5.40,6.75,None,None,None,None
52004005,7.60,6.00,9.60,6.50,6.25,5.25
52004006,4.00,3.75,None,None,None,None
52004007,8.20,6.50,5.20,7.50,7.25,3.75
52004008,9.20,3.50,6.20,7.75,6.75,4.50
52004009,7.40,5.50,6.60,None,None,None
52004010,6.80,6.75,4.80,4.75,4.75,3.25
52004011,8.20,8.50,9.60,None,None,None
52004012,6.00,4.50,None,None,None,None
52004013,7.80,6.50,6.20,6.00,4.25,4.50
52004014,7.40,6.00,7.20,4.50,5.00,5.25
52004015,5.40,6.25,5.80,7.25,5.50,3.50
52004016,4.80,5.75,5.20,6.00,6.25,4.50
52004017,4.20,3.50,None,None,None,None
52004018,5.00,3.25,None,None,None,None
52004019,7.40,7.25,9.00,7.50,2.50,3.50
52004020,8.40,6.75,6.20,6.50,6.50,5.25
52004021,7.60,6.50,8.00,None,None,None
52004022,8.20,5.25,6.20,5.75,3.75,3.00
52004023,7.60,6.75,7.40,None,None,None
52004024,7.80,7.75,9.20,8.00,3.75,5.00
52004025,8.60,6.75,9.00,8.00,7.75,4.75
52004026,4.60,6.25,None,None,None,None
52004027,8.80,6.50,9.00,6.00,6.50,4.00
52004028,6.80,3.50,None,None,None,None
52004029,7.40,6.75,7.20,5.75,4.00,3.50
52004030,7.20,7.25,8.40,6.00,6.25,5.75
52004031,7.80,7.25,8.80,None,None,None
52004032,6.00,5.50,None,5.25,4.00,4.50
52004033,7.00,6.00,8.40,5.75,8.25,7.75
52004034,7.80,6.50,6.20,None,None,None
52004035,None,4.75,None,None,None,None
52004036,7.40,6.00,5.80,5.00,4.50,3.75
52004037,9.20,7.00,8.80,7.00,8.75,6.00
52004038,7.80,6.00,5.40,7.25,7.25,2.75
52004039,6.20,5.75,7.40,4.00,5.25,4.25
52004040,7.00,5.00,None,6.00,5.50,4.50
52004041,6.40,7.75,6.20,None,None,None
52004042,7.80,8.25,9.00,None,None,None
52004043,7.00,6.00,9.40,None,None,None
52004044,8.20,6.00,3.80,6.50,7.00,2.50
52004045,6.60,6.25,None,None,None,None
52004046,7.40,6.75,7.60,None,None,None
52004047,8.20,6.50,8.20,8.25,5.50,4.25
52004048,8.20,6.25,8.80,8.00,6.00,4.25
52004049,7.60,5.75,5.40,4.00,6.25,5.00
52004050,7.80,7.25,8.60,7.75,5.50,5.25
52004051,8.20,7.25,7.20,5.75,6.25,4.25
52004052,6.80,7.00,6.20,3.50,6.00,5.25
52004053,5.00,4.75,None,None,None,None
52004054,6.80,8.00,6.40,7.25,7.25,3.75
52004055,7.60,7.25,None,None,None,None
52004056,7.60,6.00,7.80,6.75,6.00,4.25
52004057,6.60,5.75,None,None,None,None
52004058,5.00,6.50,None,None,None,None
52004059,2.80,3.25,None,None,None,None
52004060,6.40,6.25,None,None,None,None
52004061,8.80,7.25,7.80,6.75,8.75,5.75
52004062,7.80,6.25,6.40,3.75,5.25,4.00
52004063,None,5.75,None,None,None,None
52004064,4.20,3.25,None,None,None,None
52004065,5.80,6.25,5.00,None,None,None
52004066,8.40,5.25,9.20,8.00,5.25,6.75
52004067,8.20,6.75,8.60,8.00,6.25,6.50
52004068,6.20,6.25,7.00,None,None,None
52004069,8.60,8.25,6.80,6.75,7.00,3.75
52004070,6.80,5.75,5.80,7.25,7.50,3.75
52004071,7.80,8.00,8.20,None,None,None
52004072,5.20,5.75,3.60,5.00,5.00,5.00
52004073,7.60,6.50,6.00,6.50,5.75,2.75
52004074,5.40,4.25,None,None,None,None
52004075,5.40,6.25,5.00,6.00,6.00,4.00
52004076,6.60,6.75,6.80,8.00,6.00,4.00
52004077,6.60,6.00,6.40,7.25,6.25,4.00
52004078,4.60,5.75,7.80,5.00,5.75,3.50
52004079,5.20,4.75,None,None,None,None
52004080,6.40,5.50,7.20,4.75,6.00,3.75
52004081,7.00,3.50,7.00,5.50,5.75,4.25
